"X","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"Syl_julekalungi","Dance lover, Author/, Speaker/Trainer, #PinterestExpert. #Lawofattraction lover, Focused on #SocialMediaMarketing & #influence https://t.co/DwU4NEQKJz",37143,3289,11046,2194,"https://t.co/nMHJqTMBOe","Julie Syl Kalungi","2014-02-05 14:30:34",FALSE,FALSE,"Syl_julekalungi","Liverpool, Merseyside","en",2328874388,442,FALSE,"http://pbs.twimg.com/profile_images/863847464146808834/WEWfznXZ_normal.jpg",-75.1652215,39.9525839
"UCSFHospitals","A world leader in health care, we are known for innovative medicine, advanced technology and compassionate care.  Follow our children's hospital @ucsfchildrens",3217,48134,5606,2026,"http://t.co/HQ437wwHMP","UCSF Medical Center","2010-02-18 20:39:41",FALSE,TRUE,"UCSFHospitals","San Francisco, CA","en",115490380,636,FALSE,"http://pbs.twimg.com/profile_images/564901931575812096/M_899y5W_normal.png",-91.5301683,41.6611277
"machealth_","An initiative out of @McMasterU. Free certified courses, patient resources, and community forums for healthcare professionals and their peers. #MedEd",2775,838,396,826,"http://t.co/ZfJcEDZcep","machealth","2010-07-28 19:06:37",FALSE,FALSE,"machealth_","Hamilton, Ontario","en",172029807,47,FALSE,"http://pbs.twimg.com/profile_images/963786819279228928/0xyHw5pz_normal.jpg",-116.419389,34.9592083
"CentraState","CentraState is a private, not-for-profit health organization dedicated to excellence, offering the full circle of health & wellness for our community.",1867,1430,118,733,"http://t.co/qeb40UlQvG","CentraState Health","2010-01-29 17:06:24",FALSE,FALSE,"CentraState","Freehold, NJ","en",109610611,45,FALSE,"http://pbs.twimg.com/profile_images/885937736900857858/ZQkxzeRX_normal.jpg",-84.68494,35.8656284
"PinalGOP","Official Twitter acct of the Pinal County Republican Committee #PCRC #LD8 #LD11 #LD16 #AZright #AZ01 #CD04 #AZgop #GOP #PinalCounty #2A RTs are not endorsements",10234,1033,508,567,"https://t.co/c9TXIFM4R4","Pinal Republicans","2013-04-08 07:23:39",FALSE,FALSE,"PinalGOP","Pinal County, Arizona","en",1335961452,37,FALSE,"http://pbs.twimg.com/profile_images/824435468162863104/gA6xiWyc_normal.jpg",-105.084423,40.5852602
"ActionNewsJax","Action News Jax CBS47/FOX30 is your No. 1 source for news in Northeast Florida and Southeast Georgia",181605,96550,5727,671,"https://t.co/Qrq88Iec77","ActionNewsJax","2009-03-14 21:24:48",FALSE,TRUE,"ActionNewsJax","Jacksonville, Florida","en",24432463,857,FALSE,"http://pbs.twimg.com/profile_images/730047354024407041/zSSBtC-u_normal.jpg",-88.0070315,43.0166806
"JeffRosenplot","#Writer of #fiction for the adventurous. Canadian by birth, Californian by choice. Author of THE FIRST YEAR, WATER, HERE THERE BE DRAGONS. #amwriting #novels",389,2027,73,4087,"https://t.co/Qy9ZFcFQlP","Jeff Rosenplot","2013-03-20 20:02:40",FALSE,FALSE,"JeffRosenplot","San Mateo, CA","en",1284139284,13,FALSE,"http://pbs.twimg.com/profile_images/968128118492819458/N5KEt7s1_normal.jpg",-89.4012302,43.0730517
"ReindeerTweets","Best place (just outside of Nashville) to take your family to meet REINDEER and have a unique Christmas experience. Feel free to send us your message to Santa!",113,13,5,71,"http://t.co/yObqQ4Fg","Comet","2009-07-16 00:20:56",FALSE,FALSE,"ReindeerTweets","White House, Tennessee","en",57185507,2,FALSE,"http://pbs.twimg.com/profile_images/2913065919/1d917290fc252ee9e8fa55c89a5ea99a_normal.jpeg",77.2090212,28.6139391
"VS_NIEVES","@NYUSPS PRCC Grad<ed><U+00A0><U+00BD><ed><U+00B2><U+009C> | #NYUStrategicComms | PhiBetaKappa | Politics<ed><U+00A0><U+00BD><ed><U+00B2><U+0099> | Wife<U+2764><U+FE0F>Sis<ed><U+00A0><U+00BD><ed><U+00B2><U+009B>Daughter<ed><U+00A0><U+00BD><ed><U+00B2><U+0095>CanineMom<ed><U+00A0><U+00BD><ed><U+00B2><U+009A> | #MeToo Survivor | Ecuadorian<ed><U+00A0><U+00BC><ed><U+00B7><U+00AA><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8> & Bred in NYC<ed><U+00A0><U+00BD><ed><U+00B7><U+00BD>",2483,193,2009,287,"https://t.co/m14DNpMFWD","VAL S. NIEVES","2014-03-27 01:09:38",FALSE,FALSE,"VS_NIEVES","The Bronx","en",2413408046,18,FALSE,"http://pbs.twimg.com/profile_images/963266524608950272/kQ-UWYyC_normal.jpg",-87.6297982,41.8781136
"NACCHOalerts","National Association of County and City Health Officials (NACCHO) is the national organization representing local health departments.",15574,17905,2466,2150,"http://t.co/Bk4yxPtHfy","NACCHO","2009-04-18 09:26:09",FALSE,TRUE,"NACCHOalerts","Washington, DC","en",32840323,577,FALSE,"http://pbs.twimg.com/profile_images/499272978220060672/Zxk_T6Lt_normal.jpeg",-89.5356094,14.9676218
"BikeBugUSA","Bike Bug® engineers & develops #unique #Bicycle / #Transportation products for the enjoyment of your #outdoor #adventures.",8006,3222,7222,2883,"http://t.co/tBPIoBS1rG","Bike Bug","2015-08-20 16:26:22",FALSE,FALSE,"BikeBugUSA","Houston, TX","en",3321561206,44,FALSE,"http://pbs.twimg.com/profile_images/841127450784481280/T-8w0vXC_normal.jpg",-97.1330683,33.2148412
"EThomasEwing","History Professor, Virginia Tech. Director Viral Networks workshop: https://t.co/ECMaN4EtZr",1141,256,28,73,"https://t.co/6PRuV9DpDU","Tom Ewing","2012-11-30 16:40:39",FALSE,FALSE,"EThomasEwing","Blacksburg, VA","en",980814097,33,FALSE,"http://pbs.twimg.com/profile_images/943099590043201536/5qA3YGUi_normal.jpg",-123.1207375,49.2827291
"IcahnMountSinai","Learn about our new campaign at http://t.co/zJ9aC8QWRN #ForYouForLife",12906,10725,1519,1212,"http://t.co/vXnw5VVn6b","Icahn School of Medicine at Mount Sinai","2013-03-14 21:22:46",FALSE,TRUE,"IcahnMountSinai","New York, New York","en",1268038951,439,FALSE,"http://pbs.twimg.com/profile_images/889568143110135808/DhHpnbcX_normal.jpg",-75.3704579,40.6259316
"CSULBHRC","The Health Resource Center provides free health education to CSULB students in the Student Health Services.",1517,339,75,321,"http://t.co/clJceI8IdQ","CSULBHRC","2013-05-06 23:04:24",FALSE,FALSE,"CSULBHRC","Long Beach, CA","en",1408931293,13,FALSE,"http://pbs.twimg.com/profile_images/630782937781268481/MmEi7Q3q_normal.jpg",-95.712891,37.09024
"westerndigital","We're creating environments for data to thrive so people, relationships, and experiences thrive. Retail Qs/support @wdcreators, Data Center @westerndigidc",1255,18951,681,390,"https://t.co/w5EBG1bxr9","Western Digital","2017-02-02 23:22:45",FALSE,TRUE,"westerndigital","San Jose, CA","en",827296225955180544,73,FALSE,"http://pbs.twimg.com/profile_images/827691280977195009/EIxdTlBp_normal.jpg",-123.1207375,49.2827291
"Christina1Kenny","Science grad from UCD. Currently obtaining my MSc. Daughter of an amazing woman who sadly lost her battle with CF. Instagram: christina.kenny",2509,2431,1001,1709,"https://t.co/9XSFgWwlII","Christina Kenny","2014-09-12 13:57:04",FALSE,FALSE,"Christina1Kenny","Ireland.","en",2767973572,82,FALSE,"http://pbs.twimg.com/profile_images/867806495404175362/K_KcZUf1_normal.jpg",-74.0059728,40.7127753
"hlmsmag","Healthy Living Made Simple magazine is a cornerstone for the health and wellness initiative at Sam’s Club.",1168,272,284,90,"http://t.co/MAEWSozV65","HLMS","2015-10-02 15:49:51",FALSE,FALSE,"hlmsmag","Bentonville, AR","en",3760441154,23,FALSE,"http://pbs.twimg.com/profile_images/692434089480101888/AGFbod6b_normal.jpg",-122.6465372,47.735928
"HCAWestFL","HCA West Florida is a comprehensive network of hospitals, outpatient surgery and diagnostic imaging facilities, and a complete continuum of specialized programs",1774,2658,93,2200,"http://t.co/QNCQO2BNzM","HCAWestFlorida","2009-11-15 16:01:22",FALSE,FALSE,"HCAWestFL","West and Central Florida","en",90188531,83,FALSE,"http://pbs.twimg.com/profile_images/527911226/hcafacebooktwitter_normal.jpg",-75.1652215,39.9525839
"WorldTruthTV","“Signs and symbols rule the world, not words nor laws.” -Confucius.... If you want to know the real truth about this world you came to the right place.",173679,11851,8,2,"http://t.co/UL12yGbua9","WorldTruth.TV","2009-02-16 21:48:01",FALSE,FALSE,"WorldTruthTV","N.Y.C","en",21032566,380,FALSE,"http://pbs.twimg.com/profile_images/915613156503949313/gaAlV0Go_normal.jpg",-76.5018807,42.4439614
"famfightflu","Families Fighting Flu is a nonprofit, 501(c)(3) volunteer-based advocacy organization dedicated to protecting all children against influenza and saving lives.",2266,1864,515,1336,"http://t.co/eMJ3653FSb","FamiliesFightingFlu","2009-06-04 17:59:58",FALSE,TRUE,"famfightflu","Arlington, VA","en",44675315,51,FALSE,"http://pbs.twimg.com/profile_images/368742456/New_FFF_Logo_Jpeg__2008.10.31_normal.JPG",-73.8648268,40.8447819
"PatientsPurpose","We are a full-service agency dedicated to patients and marketing health brands. Visit our site for more of our story and to find us elsewhere on social:",4115,898,461,466,"https://t.co/j2kWIyX9Es","Patients & Purpose","2009-07-17 02:36:20",FALSE,FALSE,"PatientsPurpose","New York, NY","en",57526574,123,FALSE,"http://pbs.twimg.com/profile_images/821848770891616256/WvuJgWGo_normal.jpg",-95.4560512,30.3118769
"BiomedJ","Biomedical Journal publishes articles and reviews in all fields of clinical and biomedical sciences.  
Open access: free for both readers and authors.",6634,10833,1811,10461,"https://t.co/GJBYV7C0qp","Biomedical Journal","2012-12-26 01:50:45",FALSE,FALSE,"BiomedJ","Chang Gung University, Taiwan","en",1036037388,109,FALSE,"http://pbs.twimg.com/profile_images/3021561482/62237514900ab4465aaa612587c1cc38_normal.png",-95.712891,37.09024
"chadterhune","Senior correspondent @KHNews @CalHealthline. LA Times, WSJ reporter previously. Dad, @UFJSchool alum. cterhune@kff.org Signal: 657-226-0625",14831,7054,21,3048,"https://t.co/9s8YWJjCs8","Chad Terhune","2011-12-22 01:37:28",FALSE,TRUE,"chadterhune","Los Angeles","en",443297726,446,FALSE,"http://pbs.twimg.com/profile_images/690688652746223616/bcuW7Heh_normal.jpg",-81.6943605,41.49932
"wics_abc20","WICS is the ABC affiliate in Springfield, Illinois. We are your source for local news, weather and sports.",48350,33279,800,6055,"http://t.co/LbMHZOVVqZ","WICS ABC 20","2009-06-22 18:42:49",FALSE,TRUE,"wics_abc20","Springfield, IL","en",49720839,434,FALSE,"http://pbs.twimg.com/profile_images/458692674963251200/d-1WrYea_normal.jpeg",-74.0059728,40.7127753
"DrMosqueraMD","Bilingual Integrative Health/ Expert Consumer Reports Health/Founder https://t.co/x0MhDPPql9 A Healthier Life! Trusted way to save on meds!https://t.co/9SUfOppvQR",9741,55658,258,273,"https://t.co/aS3RgWXA4N","JLMosquera, MD","2009-07-02 18:36:31",FALSE,FALSE,"DrMosqueraMD","Newark NJ","en",53147441,77,FALSE,"http://pbs.twimg.com/profile_images/746752646703374336/UExZwVbK_normal.jpg",-122.1341321,38.0193657
"khanimambobar","Click Here https://t.co/VvOWc7o7Od (Following, RTs and links ARE NOT endorsements)",105734,1670,39152,2635,"https://t.co/JquB0a1vsk","((o)) ((o))","2010-01-30 23:39:26",FALSE,FALSE,"khanimambobar","...","en",109988022,207,FALSE,"http://pbs.twimg.com/profile_images/961409353357189120/2tKLjgZj_normal.jpg",-117.1610838,32.715738
"IonexxCo","Founder & CEO of IONEXX. Inventor, artist, philosopher. Developer of Healthcare technology including the ION7 nano silver generator, and EquaFlow water filter.",1200,853,888,1000,"https://t.co/N5V5s9GBBA","Andres","2014-07-27 19:08:08",FALSE,FALSE,"IonexxCo","Austin","en",2685778339,8,FALSE,"http://pbs.twimg.com/profile_images/938024193974616065/ZZgL35vl_normal.jpg",-95.3900419,45.6502392
"PitchAmy","President of Pitch Publicity ~ Need more drama? Talk to me... #pitchpublicity #GatorNation #GothamGators #MSH",3674,1875,853,1926,"https://t.co/yOT1EXvOBF","Amy Summers","2009-03-20 18:37:13",FALSE,FALSE,"PitchAmy","New York City","en",25551154,55,FALSE,"http://pbs.twimg.com/profile_images/760957120426676224/eslrXqaj_normal.jpg",-105.084423,40.5852602
"uihealthcare","We are UI Health Care – University of Iowa Hospitals & Clinics, @iowamed, @uichildrens & UI Physicians. View our social media policy at: https://t.co/Zw8CXk2MOu",3147,9768,1445,564,"https://t.co/GAH88O7Y5e","University of Iowa Health Care","2009-03-17 20:32:59",FALSE,TRUE,"uihealthcare","Iowa City, Iowa","en",24948676,217,FALSE,"http://pbs.twimg.com/profile_images/899993599118516225/BJRGrXgM_normal.jpg",-77.0368707,38.9071923
"elle_dee_see","GENEALOGY, family history, ancestry, CONTESTS, freebies, deals, GEEKERY, travel, MOVIES, BOOKS, animals, health & wellness. 
RTs <U+2260> endorsement.
#spoonie #INFJ",46118,3780,19295,4054,"https://t.co/zSU7jPUP97","LDC <ed><U+00A0><U+00BD><ed><U+00B2><U+0080><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6> <ed><U+00A0><U+00BC><ed><U+00B7><U+00BF><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>","2008-10-29 17:02:20",FALSE,FALSE,"elle_dee_see","Ottawa, Ontario, CANADA","en",17045445,213,FALSE,"http://pbs.twimg.com/profile_images/927972965513170944/4B3IZ2ep_normal.jpg",-71.0588801,42.3600825
"BronxUrgentCare","The doctors, nurses, and staff at Bronx Urgent Care offer comprehensive care to patients of all ages from communities in and around the Bronx, New York.",110,2,4,31,"https://t.co/pK353KrrHQ","Bronx Urgent Care","2017-05-18 17:22:14",FALSE,FALSE,"BronxUrgentCare","Bronx, NY","en",865256226686251008,0,FALSE,"http://pbs.twimg.com/profile_images/909993470617468928/_nApCWtg_normal.jpg",-74.0059728,40.7127753
"IfhcInfo","Indiana Family Health Council provides funding for Family Planning Resources throughout Indiana.",2517,296,837,405,"http://t.co/uc7c7UDbU9","IFHC","2015-01-12 21:14:41",FALSE,FALSE,"IfhcInfo","Indianapolis, IN","en",2975309415,18,FALSE,"http://pbs.twimg.com/profile_images/879776348423585792/zU7oxJUk_normal.jpg",-74.0059728,40.7127753
"KilleenISD_","Through positive & meaningful relationships with our students, we are committed to our mission: ‘To Teach So That Students Learn to their Maximum Potential’.",809,778,14,83,"https://t.co/yHuzysnDQ6","KilleenISD","2016-02-23 20:42:01",FALSE,FALSE,"KilleenISD_","Killeen, TX","en",702231962044399616,8,FALSE,"http://pbs.twimg.com/profile_images/705091064110014464/7Hq8xJcE_normal.jpg",-74.0059728,40.7127753
"RexHealthcare","For more than 120 years, UNC REX Healthcare has provided expert care for the Wake County community and surrounding areas.",5353,6359,3699,2021,"http://t.co/FLybzsKo7Z","UNC REX Healthcare","2009-10-22 13:31:10",FALSE,FALSE,"RexHealthcare","Raleigh, NC","en",84324967,141,FALSE,"http://pbs.twimg.com/profile_images/845363827013169152/aMEQ8sRW_normal.jpg",-84.3879824,33.7489954
"bactiman63","#Microbiologist,  #podcast host and #blogger #Christian #liberty #news #outbreaks #Independent 
https://t.co/uSc6WLxqpS",18169,2628,914,2006,"https://t.co/sZ7CNXXJlE","Robert Herriman","2009-06-08 02:16:33",FALSE,FALSE,"bactiman63","Tampa, FL","en",45478814,182,FALSE,"http://pbs.twimg.com/profile_images/960263765978746880/oEsMrsyf_normal.jpg",-118.1331593,33.9401088
"ProfPaulYoung","Passionate about virology and science communication | Recombinant protein engineering for new diagnostics, vaccines and therapeutics",4722,987,2806,126,"http://t.co/Yyh74AJZjd","YoungLab","2009-08-13 03:31:25",FALSE,FALSE,"ProfPaulYoung","Brisbane","en",65261484,28,FALSE,"http://pbs.twimg.com/profile_images/918373564717207552/2PIo5ViE_normal.jpg",-100.3161126,25.6866142
"Mutantgames","I had a comic and game store for years, hence the name. I play a Nightelf resto Druid on the Lightbringer server.",104,17,319,65,"https://t.co/urvruiP6L7","Mutantgames","2008-05-22 06:15:19",FALSE,FALSE,"Mutantgames","So. Cal.","en",14865246,0,FALSE,"http://pbs.twimg.com/profile_images/54536810/twitter_normal.jpg",-75.1652215,39.9525839
"RJoseFelix24","Pregnancy Health Info Specialist! 30+ yrs @MotherToBabyCa Counselor/Lecturer pregnancy/breastfeeding exposures. Past–President MTB/OTIS. My tweets are my own!",1625,156,1807,577,"https://t.co/gV7wk3uLmf","Robert Felix","2017-01-22 16:43:04",FALSE,FALSE,"RJoseFelix24","San Diego, CA","en",823209375598833664,0,FALSE,"http://pbs.twimg.com/profile_images/829085813308690432/aSSmecij_normal.jpg",-73.134961,40.789142
"chippenshillvet","The staff at Chippens Hill Veterinary Hospital provides veterinary care to the greater Bristol & Hartford, CT area",396,207,1,323,"http://t.co/jXAndKJhwq","chippenshillvet","2014-01-02 19:36:26",FALSE,FALSE,"chippenshillvet","Bristol, CT","en",2273465298,2,FALSE,"http://pbs.twimg.com/profile_images/418830783772508160/otjo1WAb_normal.png",-111.8389726,40.5649781
"dennistondc","",425,74,25,98,"https://t.co/YNJSrTPWDa","WELLFITandFED","2015-10-21 15:30:08",FALSE,FALSE,"dennistondc","Seattle, WA","en",4010299701,17,FALSE,"http://pbs.twimg.com/profile_images/677351945628073984/fg6pJfm3_normal.jpg",-77.0947092,38.984652
"VAButlerPA","Following a Twitter user does not signify VA endorsement. Our Twitter Policy: https://t.co/5ev5EQyKF9. Today and every day, we are Making Lives Better.",10237,1810,433,248,"https://t.co/S2gIX3a9jz","VA Butler Healthcare","2010-03-31 14:53:03",FALSE,FALSE,"VAButlerPA","Butler, PA","en",128240578,100,FALSE,"http://pbs.twimg.com/profile_images/378800000012549609/fa60dc37909e2e8991cb317afeddc78c_normal.png",-73.4081575,41.117744
"AsthmaAUS","Asthma Australia is the recognised national community voice of people with asthma.  Helping people with asthma to breathe better",6847,3182,621,1027,"https://t.co/xbAlTDYB5L","Asthma Australia","2012-08-08 04:48:40",FALSE,FALSE,"AsthmaAUS","Australia","en",744452610,75,FALSE,"http://pbs.twimg.com/profile_images/2483652309/ff0muhrcshsdv8fytr2d_normal.png",43.356892,42.315407
"MariePAnderson","Chicago Creative Activist. Print & Video Producer. Public Speaker. Victims Advocate/Survivor. Martial Artist. <U+2764><U+FE0F>",8330,595,2165,317,"https://t.co/0VdDkmAVw0","Marie P. Anderson","2008-09-24 00:51:15",FALSE,FALSE,"MariePAnderson","Chicago, IL","en",16428179,87,FALSE,"http://pbs.twimg.com/profile_images/583369720092463104/mFLBvTuQ_normal.jpg",-95.712891,37.09024
"Change_HC","Change Healthcare is inspiring a better healthcare system. Together, we are accelerating the journey toward improved lives and healthier communities.",19456,24448,1087,569,"https://t.co/uzwkrCC6T9","Change Healthcare","2009-05-04 16:59:42",FALSE,FALSE,"Change_HC","Nashville, TN","en",37701900,483,FALSE,"http://pbs.twimg.com/profile_images/865572611769589764/dHNx0OFm_normal.jpg",-122.4194155,37.7749295
"baker_rithms","Director of Digital Marketing for #brafton. Wood carver and jewelry maker. Dog lover.",122,52,189,47,"https://t.co/MO5G7Fr3Te","Jeff Baker","2017-05-08 18:48:34",FALSE,FALSE,"baker_rithms","Walnut Creek, CA","en",861654074676068352,1,FALSE,"http://pbs.twimg.com/profile_images/861656269895028736/R4Jwko9g_normal.jpg",-90.0715323,29.9510658
"NCNA","Leading Professional Association for All Registered Nurses in North Carolina. We equip nurses at all stages to thrive. #NursingForward http://t.co/Abm331vXi7",4450,4800,1140,589,"http://t.co/Abm331vXi7","NC Nurses Assoc.","2008-12-22 21:15:22",FALSE,FALSE,"NCNA","North Carolina","en",18317354,84,FALSE,"http://pbs.twimg.com/profile_images/793477060538798080/hoSFCWwH_normal.jpg",35.230644,-0.5159774
"Mrs_D_Rivenbark","Wife of @junia1006 | Mom of 2 | #eventprof |soccer fan | #blogger | #podcast host of Life As We Know It with @lifeofsphil | OCR runner",565,277,83,956,"https://t.co/J1nG2J57gf","Danielle Rivenbark","2012-01-20 13:48:04",FALSE,FALSE,"Mrs_D_Rivenbark","Lucama, NC","en",469330322,8,FALSE,"http://pbs.twimg.com/profile_images/745671863108538368/p1hvrsCM_normal.jpg",-72.6596244,41.7063537
"herbyates26","Mphs Bassplayer that knws God Rocks!  And He ain't mad at ya either!",1326,476,506,1742,"https://t.co/RphGovAjuA","Bassicherb","2013-08-28 13:54:00",FALSE,FALSE,"herbyates26","Memphis, Tn","en",1707367526,2,FALSE,"http://pbs.twimg.com/profile_images/586454731599380481/TOg-rKBW_normal.jpg",90.356331,23.684994
"pollinus66","Postdoctoral Researcher at the University of Notre Dame. Materials science and all things #nanoscience - #quantum effects and #plasmonic nanostructures.",2786,314,256,932,"https://t.co/xt8TNGrKpb","Gary Beane","2013-01-24 23:53:59",FALSE,FALSE,"pollinus66","Notre Dame, IN","en",1117988084,2,FALSE,"http://pbs.twimg.com/profile_images/378800000487228746/c78bbcaaedf906b8b2acebc42825e3e2_normal.jpeg",35.6860723,-7.768059
"harrisonandstar","A full-service, global healthcare marketing agency, combining show-stopping creative, strategic savvy, and deep scientific expertise. We give voice to health.",3581,945,319,965,"http://t.co/voDUC8lnIQ","Harrison and Star","2010-04-05 15:40:50",FALSE,FALSE,"harrisonandstar","New York, NY","en",129841519,169,FALSE,"http://pbs.twimg.com/profile_images/963806414345875457/_HDiKuQN_normal.jpg",-85.483581,39.3372722
"utrgvwriter","Senior Writer at #UTRGV",127,24,69,111,"https://t.co/hxpoHekmyd","ME Hernandez","2017-12-08 16:57:47",FALSE,FALSE,"utrgvwriter","Brownsville, TX","en",939177197939646464,0,FALSE,"http://pbs.twimg.com/profile_images/956620244428009472/2UPEgQFj_normal.jpg",-74.1723667,40.735657
"NeonBlueWS","Software Engineer (Health IT), Photographer, Digital Artist and Yogi. Not a T<U+042F>UMP fan. I tweet on a variety of topics.",10427,1486,2921,552,"https://t.co/JzHtk2ZtBd","Randall G Leighton","2008-04-09 16:46:46",FALSE,FALSE,"NeonBlueWS","Los Angeles","en",14343196,99,FALSE,"http://pbs.twimg.com/profile_images/967284857385594880/8WVPxKaG_normal.jpg",-83.8085372,39.7442268
"DrJenCaudle","“America’s Family Doctor,” @RowanUniversity Professor, @MegynTODAY @DrOz @FOXNews @HLN, Rep: UTABienstock. IG @drjencaudle https://t.co/hKfNFQHSYE",15454,4803,22827,916,"https://t.co/ofPaucq60o","Dr. Jennifer Caudle","2012-03-03 23:16:38",FALSE,TRUE,"DrJenCaudle","Philadelphia, PA","en",513711985,130,FALSE,"http://pbs.twimg.com/profile_images/843648525846171648/WRkZTAKX_normal.jpg",-77.026088,38.9906657
"7homaslin","@QuantaMagazine founder + editor in chief; @ScienceWriting board; former @nytimes, @cunyjschool; once a teacher, always a student.",5069,2821,1828,776,"https://t.co/3tm9sLOEkF","Thomas Lin","2009-09-03 05:24:09",FALSE,TRUE,"7homaslin","New York City","en",71180562,152,FALSE,"http://pbs.twimg.com/profile_images/649420718766202880/eRC8heKT_normal.jpg",-75.9107565,43.9747838
"HCHS_SOL_Bronx","The Hispanic Community Health Study / Study of Latinos (HCHS/SOL) is a NIH funded scientific study of the causes of disease in US Hispanic/Latino communities.",461,18,2,28,"https://t.co/fWMZjTOLEc","HCHS/SOL-Bronx","2016-10-13 15:06:04",FALSE,FALSE,"HCHS_SOL_Bronx","Bronx, NY","en",786583789673734144,1,FALSE,"http://pbs.twimg.com/profile_images/793193755692134400/maWwcFoi_normal.jpg",-70.8226541,43.9653889
"PolkCountyHC","••••••Hours: Monday-Friday 8-4:30 ••••••Phone: 1 (417) 326-7250",272,191,15,195,"http://t.co/6F8gFEyH7u","PCHC","2015-02-11 18:55:38",FALSE,FALSE,"PolkCountyHC","Bolivar, Missouri","en",3031033420,3,FALSE,"http://pbs.twimg.com/profile_images/971861606920478726/Bw7Q5TDn_normal.jpg",-99.133208,19.4326077
"UAArbolHall","The official Twitter of University of Arizona Árbol de la Vida Hall. 
We're on Facebook too!
https://t.co/ua6SmvXi",159,204,64,145,"http://t.co/T1PaWVn7i3","UAArboldelaVidaHall","2012-08-08 16:27:04",FALSE,FALSE,"UAArbolHall","515 N. Tyndall Avenue","en",745506462,3,FALSE,"http://pbs.twimg.com/profile_images/2512582733/s8wpi4rfw7bzpmznyela_normal.png",-95.712891,37.09024
"gonzoid","Stephen Walker Health Awareness Blogger and Dedicated Multiple Sclerosis Warrior. Founder of https://t.co/n2btmeMZvc",57685,20902,2574,19402,"https://t.co/EXJZrKcw99","Stephen Walker MS","2009-07-13 20:59:52",FALSE,FALSE,"gonzoid","Scotland","en",56491145,383,FALSE,"http://pbs.twimg.com/profile_images/431741963537104896/F96TtnUW_normal.jpeg",-77.4105409,39.4142688
"umichsph","The University of Michigan School of Public Health is pursuing a healthier, more equitable world through education, research and action. #GoBlue",14785,13592,5189,2016,"https://t.co/fGwSHkhPcO","MichiganPublicHealth","2009-03-16 14:09:33",FALSE,FALSE,"umichsph","Ann Arbor, MI","en",24695651,531,FALSE,"http://pbs.twimg.com/profile_images/869607186212675584/5Z3l1eOR_normal.jpg",-77.781167,21.521757
"rightjb","Work me: Developing businesses/film.  Love Jesus and all Chicago sports except the White Sox.",5079,197,635,719,"https://t.co/EGLd3NUg6m","The Right JB","2008-06-03 05:49:17",FALSE,FALSE,"rightjb","USA","en",14989784,11,FALSE,"http://pbs.twimg.com/profile_images/729770615956078592/pRRZ9hJW_normal.jpg",-74.0059728,40.7127753
"marlerclark","The nation's foremost law firm with a practice dedicated to representing victims of food poisoning.  Also see https://t.co/EMiZ6a7bbJ",6285,555,1,462,"http://t.co/KCxj52xHCn","Marler Clark","2009-04-13 21:51:43",FALSE,FALSE,"marlerclark","Seattle, WA","en",30969991,39,FALSE,"http://pbs.twimg.com/profile_images/580083622251642880/_gHsWEqG_normal.jpg",-74.891865,44.9281049
"Johnrockdoc","MHA for the District of Gander. For District issues contact 256 3729. Minister of Health & Community Services (729 3124). Email: johnhaggie@gov.nl.ca",8376,1678,1757,145,"https://t.co/IeCxsPvbCt","John Haggie","2013-08-20 20:33:37",FALSE,FALSE,"Johnrockdoc","Gander, Newfoundland and Labrador","en",1686617028,55,FALSE,"http://pbs.twimg.com/profile_images/662701634343055360/NzSh8OSZ_normal.jpg",-79.3831843,43.653226
"fionaortiz","CSR and Financial Communications at Walgreens Boots Alliance. Opinions expressed are my own.",326,1023,158,357,"https://t.co/OecvnqQWSm","Fiona Ortiz","2011-02-04 13:18:02",FALSE,TRUE,"fionaortiz","Chicago","en",247273891,72,FALSE,"http://pbs.twimg.com/profile_images/838779111057281025/GPR2vV1N_normal.jpg",-84.3879824,33.7489954
"meeterica","2014/15/16 Top Twitter Personality-Mpls| Owner of https://t.co/wweuK9bWCQ | Emmy Winner | Speaker | Video Maker | I like burritos and @TheDapperChefMN",93306,9471,18088,5824,"https://t.co/R8dzT2AdWL","Erica Hanna","2009-01-26 06:43:33",FALSE,FALSE,"meeterica","Minneapolis, MN","en",19523238,817,FALSE,"http://pbs.twimg.com/profile_images/787120859685105664/RFpynHYI_normal.jpg",-90.0715323,29.9510658
"Macgyyver","I recommend PCs to people I don't mind billing by the hour, Macs for friends & family. <ed><U+00A0><U+00BC><ed><U+00BF><U+008D>Bikes & Scooters!<ed><U+00A0><U+00BD><ed><U+00BB><U+00B5> Food Truck stalker, GF 28yrs+",134404,2069,4525,1399,"https://t.co/oLEggWeo4e","Monica I. <ed><U+00A0><U+00BD><ed><U+00B6><U+0087><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>","2009-03-03 20:30:10",FALSE,FALSE,"Macgyyver","Edmonton, Alberta, Canada","en",22673791,297,FALSE,"http://pbs.twimg.com/profile_images/656319877200777216/I8o2EEYl_normal.jpg",-95.712891,37.09024
